# A nu0 w tau a0 a1 a2 a3 a4 logL logPrior
5.433931686381381354e-01 7.825985694046431718e+01 1.866954370596814172e+01 7.127693235760864887e+00 -1.043096553423362093e+04 -5.824567047675334834e+03 -1.878383781534571654e+03 1.542874163437386983e+02 1.202742443905612708e+04 9.022231316922037081e+01 -4.534120504098585513e+01
5.665595015246094324e-01 7.833039160492639041e+01 1.880522905337215889e+01 5.973516026099324527e+00 -9.923432495164171996e+03 -5.584494591612125078e+03 -1.804590283628977204e+03 1.487440420908106944e+02 1.152545534839518041e+04 9.027508598504671511e+01 -4.534120504098585513e+01
5.589090754679424400e-01 7.838382976255556400e+01 1.885096013293180306e+01 6.894239459356844790e+00 -9.943957381370426447e+03 -5.594184204741251961e+03 -1.807551635480086134e+03 1.489766857842683976e+02 1.154574166933111883e+04 9.028888883507087826e+01 -4.534120504098585513e+01
5.248834326901726799e-01 7.830585610173687883e+01 1.871509098401468307e+01 7.811481971434687033e+00 -1.036885767729868894e+04 -5.796289945371369868e+03 -1.868292568112755134e+03 1.531844136661083269e+02 1.196640470156302217e+04 9.033702930207654447e+01 -4.534120504098585513e+01
5.556004980173749885e-01 7.835030040243128724e+01 1.862431537904982548e+01 6.526006831527230823e+00 -9.923373985737762268e+03 -5.585207886869561662e+03 -1.803840639665973413e+03 1.484558273081632933e+02 1.152567208799340915e+04 9.035274024067432208e+01 -4.534120504098585513e+01
5.390294853861835600e-01 7.822226225165826463e+01 1.869022676232162894e+01 7.347229522390887446e+00 -1.033656204858985802e+04 -5.780154527802233133e+03 -1.864470826183328654e+03 1.531676725365124128e+02 1.193413974575229440e+04 9.035370637107114078e+01 -4.534120504098585513e+01
5.534920418759785576e-01 7.838147881723091359e+01 1.875781043443506491e+01 6.542533558100348756e+00 -1.016321322244399198e+04 -5.698024316997982169e+03 -1.839272024256817986e+03 1.513139997850356906e+02 1.176265348358498704e+04 9.040073084531940140e+01 -4.534120504098585513e+01
5.389364540533609915e-01 7.830412839876642295e+01 1.862730297960493075e+01 6.635490773685119414e+00 -1.029758524516003490e+04 -5.762150917877668689e+03 -1.858276117949920945e+03 1.525652814781018378e+02 1.189576094352206928e+04 9.041428115070918636e+01 -4.534120504098585513e+01
5.520184047196584620e-01 7.831427860200416546e+01 1.864564122100805932e+01 6.825767707517619520e+00 -1.004134476874452957e+04 -5.641284162822126746e+03 -1.820745501696595738e+03 1.496371634248121154e+02 1.164245629601035034e+04 9.042238200258206859e+01 -4.534120504098585513e+01
5.736901675865452299e-01 7.835593319722528349e+01 1.886325796752373662e+01 6.577519904769420833e+00 -9.812367611589268563e+03 -5.532062407013224401e+03 -1.788309866414402450e+03 1.474864858261925065e+02 1.141565305180446376e+04 9.046155063368905758e+01 -4.534120504098585513e+01
5.374724795965266644e-01 7.829755235833528104e+01 1.865376632610716712e+01 6.719996006029875346e+00 -1.029475511036321768e+04 -5.760961777153133880e+03 -1.857751982482074709e+03 1.524758388487483103e+02 1.189302099224746598e+04 9.048709999549286920e+01 -4.534120504098585513e+01
5.520499197740921238e-01 7.828573828570618787e+01 1.876371879289392552e+01 6.824508541585438515e+00 -1.012303519168080493e+04 -5.679467221239310675e+03 -1.833177727703951859e+03 1.507161948552490855e+02 1.172307150427391571e+04 9.048894477036132855e+01 -4.534120504098585513e+01
5.659060326169537136e-01 7.832424547050062813e+01 1.875156668600705245e+01 6.436469404684601159e+00 -1.005893626217519522e+04 -5.648168797917825032e+03 -1.824672350056578580e+03 1.503861150253157177e+02 1.165931813495331517e+04 9.052647268388258794e+01 -4.534120504098585513e+01
